"Iteration","Uy_up1: Uy_up1 (m/s)","Uy_up2: Uy_up2 (m/s)","Uy_up3: Uy_up3 (m/s)","Uy_up4: Uy_up4 (m/s)","Uy_up5: Uy_up5 (m/s)","Uy_down1: Uy_down1 (m/s)","Uy_down2: Uy_down2 (m/s)","Uy_down3: Uy_down3 (m/s)","Uy_down4: Uy_down4 (m/s)","Uy_down5: Uy_down5 (m/s)"
1328.0,9.08926384811821E-15,1.890843257460297E-15,,,,6.876529304328679E-15,-7.554801076912444E-15,1.9805845546799314E-15,-8.692626049688884E-16,7.779234671121729E-16
1329.0,9.089265021323285E-15,1.890844934466558E-15,,,,6.876532289977201E-15,-7.554797066995602E-15,1.9805915954056644E-15,-8.692600845859875E-16,7.779241179844593E-16
1330.0,9.089262674913135E-15,1.89084854382425E-15,,,,6.876601584473511E-15,-7.554793562807802E-15,1.98058467388515E-15,-8.692627481043303E-16,7.779241179844593E-16
1331.0,9.089245778082004E-15,1.8908452433433397E-15,,,,6.87657352923713E-15,-7.554807274759137E-15,1.9805912713408997E-15,-8.692644500233611E-16,7.779234904595203E-16
1332.0,9.089266595804822E-15,1.8908460103122097E-15,,,,6.876603036702162E-15,-7.554810387410738E-15,1.9805890572883307E-15,-8.692630433114504E-16,7.779241179844593E-16
1333.0,9.08926384811821E-15,1.890853795328773E-15,,,,6.8765710409327336E-15,-7.554807231390969E-15,1.980589191394202E-15,-8.692627481043303E-16,7.779241179844593E-16
1334.0,9.089266194528362E-15,1.890847226222035E-15,,,,6.876567932705494E-15,-7.554805753845673E-15,1.980584539779279E-15,-8.692629001760085E-16,7.779235141310829E-16
1335.0,9.089271709931239E-15,1.890846833817038E-15,,,,6.876562833517979E-15,-7.554797572724644E-15,1.9805913905461184E-15,-8.692620481333934E-16,7.779242139391409E-16
1336.0,9.089271709931239E-15,1.890845704439775E-15,,,,6.876566480476843E-15,-7.554809258033473E-15,1.9805929155167883E-15,-8.692651589305347E-16,7.779233945048387E-16
1337.0,9.089271709931239E-15,1.890845240338993E-15,,,,6.876601584473511E-15,-7.554813081069629E-15,1.98058467388515E-15,-8.692603462143624E-16,7.779239983582151E-16
1338.0,9.089258543368389E-15,1.890847226222035E-15,,,,6.876607555770555E-15,-7.55480462446841E-15,1.9805868730370666E-15,-8.692588545882634E-16,7.779255102857732E-16
1339.0,9.089245778082004E-15,1.890847993190906E-15,,,,6.8765668966297466E-15,-7.55480812865621E-15,1.9805870927972647E-15,-8.692626049688884E-16,7.779234671121729E-16
1340.0,9.089264249394671E-15,1.890849673201513E-15,,,,6.876608217080896E-15,-7.554809258033473E-15,1.9805868581364142E-15,-8.692624864759552E-16,7.779241179844593E-16
1341.0,9.08926384811821E-15,1.8908564005365986E-15,,,,6.876569466125365E-15,-7.554803770571337E-15,1.9805846589844977E-15,-8.692606414214825E-16,7.779233945048387E-16
1342.0,9.089269152868031E-15,1.890848151419253E-15,,,,6.876605231432374E-15,-7.554798196372866E-15,1.9805868581364142E-15,-8.692629001760085E-16,7.779241179844593E-16
1343.0,9.089267979662956E-15,1.8908551159353344E-15,,,,6.876569466125365E-15,-7.554813616118348E-15,1.9805870778966123E-15,-8.692630433114504E-16,7.779234671121729E-16
1344.0,9.089271709931239E-15,1.8908463697162556E-15,,,,6.87657207700848E-15,-7.554798196372866E-15,1.980590377399454E-15,-8.692600845859875E-16,7.779241179844593E-16
1345.0,9.089270115420047E-15,1.890846833817038E-15,,,,6.876566855242249E-15,-7.554794416704877E-15,1.98058467388515E-15,-8.692599325143091E-16,7.779242376107035E-16
1346.0,9.089266595804822E-15,1.890847139689473E-15,,,,6.876569466125365E-15,-7.554799947535181E-15,1.9805892062948543E-15,-8.692624528972104E-16,7.779241179844593E-16
1347.0,9.089275630822926E-15,1.890847996195252E-15,,,,6.876569840890771E-15,-7.554808404136397E-15,1.980589072188983E-15,-8.692603462143624E-16,7.779239983582151E-16
1348.0,9.089275630822926E-15,1.8908429515878623E-15,,,,6.876569466125365E-15,-7.55479734247579E-15,1.9805912564402473E-15,-8.692623433405133E-16,7.779241179844593E-16
1349.0,9.089271709931239E-15,1.890845240338993E-15,,,,6.876608217080896E-15,-7.554809258033473E-15,1.980589321750486E-15,-8.692614577191531E-16,7.779239983582151E-16
1350.0,9.08926384811821E-15,1.89084854382425E-15,,,,6.87660560619778E-15,-7.554808404136397E-15,1.9805894260550524E-15,-8.692618960617152E-16,7.779239983582151E-16
1351.0,9.089271709931239E-15,1.8908539865580713E-15,,,,6.876562336173856E-15,-7.554798196372866E-15,1.9805890870896356E-15,-8.69261752926273E-16,7.779242376107035E-16
1352.0,9.089266595804822E-15,1.890846063843821E-15,,,,6.876603656625005E-15,-7.55480812865621E-15,1.9805869028383715E-15,-8.692637164736791E-16,7.779234671121729E-16
1353.0,9.089255986305181E-15,1.8908463697162556E-15,,,,6.876602995314664E-15,-7.55479734247579E-15,1.9805848228916736E-15,-8.692621576900903E-16,7.779232748785945E-16
1354.0,9.08924735256354E-15,1.8908488166957336E-15,,,,6.876567932705494E-15,-7.554818293051578E-15,1.9805869028383715E-15,-8.692620145546484E-16,7.779241179844593E-16
1355.0,9.089270326073107E-15,1.8908452433433397E-15,,,,6.876567516552589E-15,-7.554798196372866E-15,1.980584703686455E-15,-8.692621576900903E-16,7.779233945048387E-16
1356.0,9.08926384811821E-15,1.8908429515878623E-15,,,,6.876566480476843E-15,-7.554799050269941E-15,1.9805868730370666E-15,-8.692626049688884E-16,7.779242376107035E-16
1357.0,9.089266595804822E-15,1.890853795328773E-15,,,,6.876600009666142E-15,-7.554813659486514E-15,1.980586887937719E-15,-8.692600510072425E-16,7.779241179844593E-16
1358.0,9.08926384811821E-15,1.890845240338993E-15,,,,6.876569466125365E-15,-7.554798196372866E-15,1.9805849085460006E-15,-8.692623097617683E-16,7.779239983582151E-16
1359.0,9.089245778082004E-15,1.890846560945554E-15,,,,6.876562833517979E-15,-7.554799050269941E-15,1.9805810503175435E-15,-8.692623097617683E-16,7.779241179844593E-16
1360.0,9.089262865536537E-15,1.8908518989826392E-15,,,,6.876566855242249E-15,-7.55480084666359E-15,1.9805927255578947E-15,-8.692624528972104E-16,7.779233945048387E-16
1361.0,9.089258733991792E-15,1.890844847933996E-15,,,,6.876569840890771E-15,-7.55479734247579E-15,1.980586683078173E-15,-8.692582641740234E-16,7.779262571127412E-16
1362.0,9.08926384811821E-15,1.890846833817038E-15,,,,6.87660560619778E-15,-7.554795589450307E-15,1.980586887937719E-15,-8.692624528972104E-16,7.779239983582151E-16
1363.0,9.089245778082004E-15,1.890856825942546E-15,,,,6.876565321822377E-15,-7.554805753845673E-15,1.980586887937719E-15,-8.692600510072425E-16,7.779233945048387E-16
1364.0,9.089247141910481E-15,1.890847687318471E-15,,,,6.876602620549258E-15,-7.554809258033473E-15,1.9805846887858025E-15,-8.692624528972104E-16,7.779239983582151E-16
1365.0,9.089256387581643E-15,1.890845240338993E-15,,,,6.876605980963186E-15,-7.554797066995602E-15,1.9805846887858025E-15,-8.692623097617683E-16,7.779241179844593E-16
1366.0,9.089248525768613E-15,1.8908479601899545E-15,,,,6.876566855242249E-15,-7.554809258033473E-15,1.980586887937719E-15,-8.692618960617152E-16,7.779233945048387E-16
1367.0,9.08925990719687E-15,1.890845240338993E-15,,,,6.876565321822377E-15,-7.554810111930548E-15,1.980591405446771E-15,-8.692624528972104E-16,7.779241179844593E-16
1368.0,9.089251082831823E-15,1.890845240338993E-15,,,,6.876564947056971E-15,-7.55480462446841E-15,1.980586887937719E-15,-8.692600510072425E-16,7.779239983582151E-16
1369.0,9.089256387581643E-15,1.8908453985673402E-15,,,,6.876600009666142E-15,-7.554804305620056E-15,1.980584569580584E-15,-8.692624528972104E-16,7.779241179844593E-16
1370.0,9.089248124492151E-15,1.8908489749240813E-15,,,,6.876600009666142E-15,-7.554794692185066E-15,1.9805843647210374E-15,-8.692621576900903E-16,7.779233945048387E-16
1371.0,9.089246951287078E-15,1.890849280796516E-15,,,,6.876561258710611E-15,-7.55480812865621E-15,1.98058467388515E-15,-8.692620481333934E-16,7.779239983582151E-16
1372.0,9.089253639895032E-15,1.8908488166957336E-15,,,,6.8765291817499616E-15,-7.55480812865621E-15,1.9805843498203854E-15,-8.692594941717471E-16,7.779239983582151E-16
1373.0,9.08924969897369E-15,1.8908440779607786E-15,,,,6.876563869593727E-15,-7.554808404136397E-15,1.9805828285993027E-15,-8.692628308523188E-16,7.779218592299334E-16
1374.0,9.089252466689956E-15,1.890844113966076E-15,,,,6.876566855242249E-15,-7.554795546082141E-15,1.9805892062948543E-15,-8.692623097617683E-16,7.779239983582151E-16
1375.0,9.089253639895032E-15,1.8908456714388243E-15,,,,6.876569466125365E-15,-7.55480812865621E-15,1.9805846887858025E-15,-8.69261752926273E-16,7.779239983582151E-16
1376.0,9.089248525768613E-15,1.890849586668951E-15,,,,6.876569466125365E-15,-7.554812762221273E-15,1.980590407200759E-15,-8.692624528972104E-16,7.779241179844593E-16
1377.0,9.089253639895032E-15,1.890844779242557E-15,,,,6.876565321822377E-15,-7.554798196372866E-15,1.9805892211955067E-15,-8.692621576900903E-16,7.779247688567457E-16
1378.0,9.089248525768613E-15,1.89084438683756E-15,,,,6.8765321673984836E-15,-7.55479086914891E-15,1.980584584481236E-15,-8.692614577191531E-16,7.779241179844593E-16
1379.0,9.089266595804822E-15,1.8908488166957336E-15,,,,6.876563869593727E-15,-7.554806102013707E-15,1.980591405446771E-15,-8.692601941426844E-16,7.779241179844593E-16
1380.0,9.089244604876927E-15,1.89085709881403E-15,,,,6.876565983132718E-15,-7.554808404136397E-15,1.9805894260550524E-15,-8.692600510072425E-16,7.779241179844593E-16
1381.0,9.089248525768613E-15,1.8908485108232992E-15,,,,6.876563869593727E-15,-7.554813081069629E-15,1.9805867687325004E-15,-8.692624528972104E-16,7.779239983582151E-16
1382.0,9.089248124492151E-15,1.890845704439775E-15,,,,6.876563869593727E-15,-7.554808404136397E-15,1.980584569580584E-15,-8.69261752926273E-16,7.779242376107035E-16
1383.0,9.089253639895032E-15,1.890849007925032E-15,,,,6.876563869593727E-15,-7.554800223015369E-15,1.980584703686455E-15,-8.692614577191531E-16,7.779226240063082E-16
1384.0,9.089245778082004E-15,1.8908463697162556E-15,,,,6.876564905669474E-15,-7.554808404136397E-15,1.9805894260550524E-15,-8.692623097617683E-16,7.779227436325523E-16
1385.0,9.08924969897369E-15,1.890845240338993E-15,,,,6.876563869593727E-15,-7.554805753845673E-15,1.980584893645348E-15,-8.692626049688884E-16,7.779239983582151E-16
1386.0,9.089246951287078E-15,1.890847687318471E-15,,,,6.876563869593727E-15,-7.554805753845673E-15,1.9805844541249516E-15,-8.692603462143624E-16,7.779241179844593E-16
1387.0,9.089248124492151E-15,1.890847226222035E-15,,,,6.876566855242249E-15,-7.55480812865621E-15,1.9805887332235664E-15,-8.692636828949341E-16,7.779212553765569E-16
1388.0,9.089265422599747E-15,1.890845240338993E-15,,,,6.876566855242249E-15,-7.55480812865621E-15,1.980591286241552E-15,-8.69261752926273E-16,7.779241179844593E-16
1389.0,9.089245778082004E-15,1.890854292430506E-15,,,,6.876566855242249E-15,-7.554797066995602E-15,1.980586887937719E-15,-8.69261752926273E-16,7.779239983582151E-16
1390.0,9.089256387581643E-15,1.890842793359515E-15,,,,6.876568804815023E-15,-7.554808982553286E-15,1.980586887937719E-15,-8.692624528972104E-16,7.779227436325523E-16
1391.0,9.089237916268972E-15,1.8908468308126917E-15,,,,6.876602995314664E-15,-7.554796213098528E-15,1.9805867687325004E-15,-8.692594941717471E-16,7.779233945048387E-16
1392.0,9.089245778082004E-15,1.890847687318471E-15,,,,6.876568430049617E-15,-7.554793562807802E-15,1.980586887937719E-15,-8.69261752926273E-16,7.779232748785945E-16
1393.0,9.089245778082004E-15,1.890849280796516E-15,,,,6.876566855242249E-15,-7.55480812865621E-15,1.9805894260550524E-15,-8.692600510072425E-16,7.779241179844593E-16
1394.0,9.089245567428944E-15,1.89084438683756E-15,,,,6.876566480476843E-15,-7.554810387410738E-15,1.980586753831848E-15,-8.692603462143624E-16,7.779239983582151E-16
1395.0,9.089256387581643E-15,1.8908485108232992E-15,,,,6.876566855242249E-15,-7.55481163284401E-15,1.9805867836331524E-15,-8.692621576900903E-16,7.779233945048387E-16
1396.0,9.089256196958241E-15,1.8908476903228176E-15,,,,6.876569466125365E-15,-7.554808404136397E-15,1.980591200587225E-15,-8.692626787806408E-16,7.779217396036892E-16
1397.0,9.089245778082004E-15,1.8908466755886904E-15,,,,6.876527729521311E-15,-7.554798196372866E-15,1.9805844541249516E-15,-8.692627481043303E-16,7.779241179844593E-16
1398.0,9.089253639895032E-15,1.890848151419253E-15,,,,6.876566855242249E-15,-7.554807274759137E-15,1.980583368674679E-15,-8.69261752926273E-16,7.779234671121729E-16
1399.0,9.089248525768613E-15,1.8908474990935188E-15,,,,6.876566855242249E-15,-7.554807274759137E-15,1.980586887937719E-15,-8.692601941426844E-16,7.779234671121729E-16
1400.0,9.089245778082004E-15,1.8908453985673402E-15,,,,6.876569466125365E-15,-7.554810111930548E-15,1.9805894409557048E-15,-8.692621576900903E-16,7.779241179844593E-16
1401.0,9.089253639895032E-15,1.890846833817038E-15,,,,6.876565321822377E-15,-7.554809258033473E-15,1.9805843498203854E-15,-8.692624528972104E-16,7.779233945048387E-16
1402.0,9.089256387581643E-15,1.8908476903228176E-15,,,,6.876567932705494E-15,-7.554809258033473E-15,1.9805892062948543E-15,-8.692618960617152E-16,7.779233945048387E-16
1403.0,9.089247933868751E-15,1.890844847933996E-15,,,,6.876567891317996E-15,-7.554796213098528E-15,1.9805868730370666E-15,-8.692627481043303E-16,7.779239983582151E-16
1404.0,9.0892522560369E-15,1.8908430992319496E-15,,,,6.876569466125365E-15,-7.554804899948599E-15,1.980582489633886E-15,-8.692600510072425E-16,7.779239983582151E-16
1405.0,9.089245778082004E-15,1.890854651834552E-15,,,,6.876562336173856E-15,-7.554809258033473E-15,1.980586887937719E-15,-8.692600510072425E-16,7.779242139391409E-16
1406.0,9.089246951287078E-15,1.890843257460297E-15,,,,6.876569466125365E-15,-7.554810111930548E-15,1.980591405446771E-15,-8.69261752926273E-16,7.779234904595203E-16
1407.0,9.089256598234702E-15,1.890845240338993E-15,,,,6.876564244359133E-15,-7.554794692185066E-15,1.9805870071429377E-15,-8.692600510072425E-16,7.779241179844593E-16
1408.0,9.089246951287078E-15,1.8908539865580713E-15,,,,6.876566480476843E-15,-7.554815455880165E-15,1.9805846887858025E-15,-8.692623097617683E-16,7.779241179844593E-16
1409.0,9.089251293484881E-15,1.890846833817038E-15,,,,6.876565321822377E-15,-7.55480812865621E-15,1.980586887937719E-15,-8.692618960617152E-16,7.779241179844593E-16
1410.0,9.089253639895032E-15,1.890849280796516E-15,,,,6.876600009666142E-15,-7.554805753845673E-15,1.980586973592046E-15,-8.692609702073476E-16,7.779262571127412E-16
1411.0,9.089245778082004E-15,1.8908473844503825E-15,,,,6.87660560619778E-15,-7.554794692185066E-15,1.9805846887858025E-15,-8.692600510072425E-16,7.779239983582151E-16
1412.0,9.089253639895032E-15,1.890844934466558E-15,,,,6.876566855242249E-15,-7.554810111930548E-15,1.9805846887858025E-15,-8.69261752926273E-16,7.779241179844593E-16
1413.0,9.089246951287078E-15,1.8908552024678963E-15,,,,6.876566480476843E-15,-7.55479734247579E-15,1.980587107697917E-15,-8.692623097617683E-16,7.779239983582151E-16
1414.0,9.089251082831823E-15,1.890847139689473E-15,,,,6.876566855242249E-15,-7.554797066995602E-15,1.980584703686455E-15,-8.692616008545951E-16,7.779233945048387E-16
1415.0,9.089245778082004E-15,1.8908430992319496E-15,,,,6.876565983132718E-15,-7.554805248116632E-15,1.980589072188983E-15,-8.692626049688884E-16,7.779242376107035E-16
1416.0,9.089253639895032E-15,1.8908465279446034E-15,,,,6.876564947056971E-15,-7.554798196372866E-15,1.9805889716340038E-15,-8.692609702073476E-16,7.779262571127412E-16
1417.0,9.089258733991792E-15,1.8908564335375493E-15,,,,6.876600009666142E-15,-7.554806607742748E-15,1.9805867687325004E-15,-8.692594941717471E-16,7.779241179844593E-16
1418.0,9.089253429241973E-15,1.890854378963068E-15,,,,6.876566480476843E-15,-7.55481630977724E-15,1.980583368674679E-15,-8.692624528972104E-16,7.779233474859287E-16
1419.0,9.089245778082004E-15,1.890845240338993E-15,,,,6.876527729521311E-15,-7.554797066995602E-15,1.980589321750486E-15,-8.692614577191531E-16,7.779239983582151E-16
1420.0,9.089253639895032E-15,1.8908463697162556E-15,,,,6.876604072777909E-15,-7.554794692185066E-15,1.9805868730370666E-15,-8.692620481333934E-16,7.779240220297777E-16
1421.0,9.089245778082004E-15,1.8908452073380418E-15,,,,6.876531792633077E-15,-7.554798196372866E-15,1.98058467388515E-15,-8.692627481043303E-16,7.779241179844593E-16
1422.0,9.089256387581643E-15,1.890847687318471E-15,,,,6.876566855242249E-15,-7.55480462446841E-15,1.980591405446771E-15,-8.692623097617683E-16,7.779233474859287E-16
1423.0,9.089245778082004E-15,1.890849586668951E-15,,,,6.876562336173856E-15,-7.55480462446841E-15,1.9805846887858025E-15,-8.692623097617683E-16,7.779232748785945E-16
1424.0,9.089245778082004E-15,1.890846063843821E-15,,,,6.876569466125365E-15,-7.554785381686774E-15,1.980584703686455E-15,-8.692621576900903E-16,7.779239983582151E-16
1425.0,9.089245778082004E-15,1.890846833817038E-15,,,,6.876566480476843E-15,-7.554807274759137E-15,1.9805846887858025E-15,-8.692605720977928E-16,7.779219788561776E-16
1426.0,9.089256196958241E-15,1.8908463697162556E-15,,,,6.876561258710611E-15,-7.554799325750129E-15,1.9805891057398753E-15,-8.692601941426844E-16,7.779241179844593E-16
1427.0,9.08926384811821E-15,1.890845240338993E-15,,,,6.876567932705494E-15,-7.55480462446841E-15,1.980584569580584E-15,-8.692618960617152E-16,7.779239983582151E-16
1428.0,9.089245778082004E-15,1.8908493673290784E-15,,,,6.876566480476843E-15,-7.554807274759137E-15,1.9805868730370666E-15,-8.692604893498043E-16,7.77923878731971E-16
1429.0,9.089245778082004E-15,1.890845240338993E-15,,,,6.876564947056971E-15,-7.554801076912444E-15,1.9805865340716495E-15,-8.692597893788672E-16,7.779241179844593E-16
1430.0,9.082595932119965E-15,1.8885636026897946E-15,,,,6.876258958468112E-15,-7.554070356664626E-15,1.980463172602435E-15,-8.691540612019389E-16,7.778520193428666E-16
1431.0,9.074803046560113E-15,1.8837696082535684E-15,,,,6.875915846306626E-15,-7.553496594903495E-15,1.9800586392130654E-15,-8.690890689506186E-16,7.777383987733147E-16
1432.0,9.065725817930514E-15,1.878776260326437E-15,,,,6.875311714051389E-15,-7.552931665368123E-15,1.9798563762656883E-15,-8.690112160941197E-16,7.776726425605673E-16
1433.0,9.055522160132527E-15,1.87305009437046E-15,,,,6.874667455941487E-15,-7.552441013300409E-15,1.979581160932947E-15,-8.689492615238061E-16,7.776324096164172E-16
1434.0,9.043906734588369E-15,1.867175812540192E-15,,,,6.873964161860698E-15,-7.552156270751554E-15,1.9793003679793335E-15,-8.6891665354975095E-16,7.776457131170714E-16
1435.0,9.029824905050051E-15,1.8617297322577207E-15,,,,6.873129550774565E-15,-7.55159268679381E-15,1.9788632594255438E-15,-8.68860485492138E-16,7.777400251186047E-16
1436.0,9.014155774923734E-15,1.857713845697329E-15,,,,6.87220567702277E-15,-7.550701707886552E-15,1.9780970019228675E-15,-8.687987727715743E-16,7.778647433266804E-16
1437.0,8.99741475962557E-15,1.855849814790097E-15,,,,6.871109760834797E-15,-7.549507007584134E-15,1.976992021019104E-15,-8.68737039526172E-16,7.780728277899602E-16
1438.0,8.980510342207542E-15,1.8559561777166348E-15,,,,6.869918039178025E-15,-7.54766125554568E-15,1.9755844006300818E-15,-8.686590590780364E-16,7.783570153187636E-16
1439.0,8.964866481123226E-15,1.857420170966992E-15,,,,6.8684701880937525E-15,-7.545104836569955E-15,1.9738681924530074E-15,-8.685912631830405E-16,7.786885978414291E-16
1440.0,8.950927180448924E-15,1.85996062489742E-15,,,,6.866599984904429E-15,-7.541577760493507E-15,1.971988098634672E-15,-8.685279935752626E-16,7.79038307026284E-16
1441.0,8.939201624506536E-15,1.8632031598000658E-15,,,,6.8644102306710625E-15,-7.537077772288147E-15,1.9701733659993223E-15,-8.684824123284974E-16,7.793547953825838E-16
1442.0,8.930219222622935E-15,1.86633496713251E-15,,,,6.861891734181606E-15,-7.531802034120141E-15,1.968717975522946E-15,-8.685126149894855E-16,7.796192698054191E-16
